user_id,timestamp_unix,device_hash,ip_hash,geo_hash,failed_attempts,label,attack_type,hour_of_day,role
170,1729330366,15825157685786729273,2022430027,3656383652,1,0,none,9.5972,1
165,1731414820,3415362411615881334,139700906,3026882549,0,0,none,12.3488,0
93,1731152978,9334627821681675518,3239498509,3656383652,0,0,none,11.9749,0
40,1728552438,37351797901701588,1901603560,794599478,0,0,none,9.537,2
34,1734338235,15808184986031777211,1165525849,2645716411,1,0,none,8.6569,1
94,1735212190,12560886411890821245,2177834512,1993744450,1,0,none,11.2272,0
80,1732955927,6376173599242500560,1570926491,44253817,0,0,none,8.4215,1
200,1731916137,1444732987296725201,1912952177,3656383652,0,0,none,7.78,2
124,1731828159,17662325948581992827,2122213263,907633113,0,0,none,7.3123,2
38,1732525474,10883483814181388531,726854342,2645716411,0,0,none,9.2744,0
102,1733311694,8085688749794960776,38261276,3026882549,0,0,none,11.5081,0
183,1734945334,8849751832202096891,3529615804,3026882549,0,0,none,9.3192,2
121,1732706778,348058434216967060,3730288557,2394598745,0,0,none,11.3386,2
156,1733560997,6747214855961530039,2709266178,3656383652,0,0,none,8.731,1
164,1734600014,15584133187961781654,1808319714,44253817,0,0,none,9.3273,0
184,1729339403,13589395006268609747,2545389010,44253817,0,0,none,12.1409,2
22,1733570366,16524625322810775940,831083943,794599478,0,0,none,11.3691,1
12,1734774246,8253081856343977678,3774219481,794599478,0,0,none,9.7653,0
188,1735042318,14544706506002367154,4083963619,794599478,0,0,none,12.0925,2
45,1735290998,18154438423774115565,3304872585,794599478,1,0,none,9.2632,1
10,1730987668,14722597662345145608,754231630,3656383652,0,0,none,14.0433,1
140,1732955269,379917071308775845,2673203978,3026882549,0,0,none,8.5698,2
85,1730713283,15218030096370447490,2565746206,794599478,1,0,none,9.8693,0
128,1735378937,4263016761328152719,1376421849,3026882549,0,0,none,9.6722,2
47,1733733966,17674325924331947071,1863307124,2394598745,0,0,none,8.8514,2
184,1732460213,15447123993838586150,1284478703,44253817,0,0,none,15.1035,1
164,1728384797,15584133187961781654,2714276333,44253817,0,0,none,11.0958,2
174,1732624702,12635702970531860860,4289076869,3026882549,0,0,none,12.8698,2
9,1734429167,231545540110201356,1816374825,794599478,0,0,none,10.0427,2
94,1732092938,13299969138753958632,3063806845,1993744450,0,0,none,8.9988,2
100,1733917717,200028776184099710,2009801765,2645716411,0,0,none,11.9935,2
126,1729954728,15566345330436598532,1611807334,794599478,0,0,none,15.1603,2
82,1735129012,5463019973574948461,3814557884,44253817,0,0,none,12.3336,2
180,1734794797,11583511201029031772,3651663022,2645716411,0,0,none,15.5948,1
7,1731767727,8717428134697119940,3773511333,2394598745,0,0,none,14.5259,0
17,1731139885,9099584738136220600,1836112051,907633113,0,0,none,8.2139,0
82,1734864478,5463019973574948461,886461219,2645716411,0,0,none,11.0077,2
47,1729160722,17674325924331947071,3365316482,3026882549,2,0,none,10.4268,0
83,1730202229,12787626043662491197,1851925941,907633113,0,0,none,11.7837,2
71,1729158181,1049066928377936941,665671476,907633113,1,0,none,9.6116,2
40,1729592786,16956318180170554642,2878915564,794599478,0,0,none,10.3161,0
165,1734093025,11914115782120315574,2053636716,794599478,0,0,none,12.6066,2
140,1730973383,9899831068621157466,2577367065,3026882549,0,0,none,9.8248,0
177,1728383852,9248638908756152042,721564421,794599478,0,0,none,10.7861,1
184,1731240376,15447123993838586150,754231630,3026882549,0,0,none,11.9372,2
28,1731237141,11243426074172311758,4285827102,1993744450,0,0,none,11.3184,1
99,1734521335,16505854208795083265,2466318146,2645716411,0,0,none,11.4943,0
128,1733387911,4263016761328152719,963719315,907633113,0,0,none,8.6266,1
62,1730111569,753487918412014617,2081441576,794599478,0,0,none,10.4655,0
28,1732536648,11243426074172311758,769267439,2394598745,0,0,none,12.354,0
146,1733921137,10575463142306829840,2417664641,1993744450,0,0,none,12.8998,2
175,1734521003,5715767553509908136,3803324801,2645716411,0,0,none,11.5723,1
194,1729326270,6216298921734628600,319338917,1993744450,0,0,none,8.5453,2
86,1732963639,2908978818084261242,3490088027,907633113,0,0,none,10.7435,2
190,1731064742,13348901415285443153,1973091867,907633113,0,0,none,11.2298,0
95,1731402712,15759066786760598968,2073110273,2394598745,1,0,none,9.0648,1
168,1734199763,14594539521840049481,4226955656,2645716411,0,0,none,18.0783,2
159,1731914059,5844744510830373474,4225375756,794599478,0,0,none,7.4049,1
81,1732345959,17350235336275361580,373598417,794599478,0,0,none,7.3748,0
133,1730016560,9660075236221455814,3941743252,2645716411,0,0,none,8.0868,2
88,1733746037,5500386337477128119,732066249,907633113,0,0,none,12.1701,2
77,1730210067,10555423925344159641,3171267018,794599478,0,0,none,13.9884,1
144,1730800566,9862521759213296412,3798247763,2394598745,1,0,none,10.0216,0
75,1728203945,11590263416741869247,1551935626,1993744450,0,0,none,8.7379,1
55,1729941488,7107411089758955866,1732208811,2645716411,1,0,none,11.0816,2
151,1730383689,10805331553847739360,127881136,3026882549,0,0,none,14.2482,1
85,1732964252,15218030096370447490,1627181822,1993744450,2,0,none,11.1522,2
122,1733042150,8425631708460780901,2821067141,1993744450,0,0,none,8.4775,2
60,1733653984,3762868777660793932,3456612389,1993744450,1,0,none,10.3814,0
10,1732112330,14722597662345145608,115383487,907633113,0,0,none,14.1159,2
28,1731410968,11243426074172311758,3918088473,1993744450,0,0,none,11.5796,1
50,1728985661,254322068331712836,3723010209,2645716411,0,0,none,9.8567,1
76,1734007627,5201162600141245846,1744663388,3026882549,0,0,none,12.6517,1
23,1732188009,2951710970309212195,2658828946,2394598745,1,0,none,11.2055,1
61,1732699962,15508094895627257777,554647911,1993744450,0,0,none,9.3666,1
178,1730385455,471606679954037623,1967521063,3656383652,0,0,none,14.8413,2
198,1731152269,7779274229492538335,4022111264,3026882549,0,0,none,11.4879,0
123,1729434909,17394067622096886747,2795043716,2645716411,0,0,none,14.5772,2
56,1730457714,13651009755336316198,2261575038,1993744450,0,0,none,10.5614,2
29,1728388571,10037548549850018703,448809526,2394598745,0,0,none,11.7152,2
114,1729016604,13081358287856181534,514566411,2394598745,0,0,none,18.2532,0
132,1732360753,1208664248226896309,2838063514,907633113,0,0,none,11.3106,1
1,1730128188,17568969461099938513,3464307129,907633113,0,0,none,15.0846,0
121,1728140861,13990631563758389337,2224561472,3026882549,0,0,none,15.2151,1
115,1731929569,16796180870289222872,2179175841,2645716411,0,0,none,11.5833,0
138,1732105654,926513150439516275,3848275093,1993744450,0,0,none,12.4088,2
185,1733746074,11283156701858154296,278069351,2394598745,0,0,none,12.1407,0
186,1728984808,9159336337135468317,3590736307,1993744450,0,0,none,9.7899,0
26,1734345311,3981319112213295558,3881260252,907633113,0,0,none,10.8177,0
103,1732619786,10402990287159557824,2559789780,2645716411,0,0,none,11.3909,2
148,1731235969,11160624225005417454,1901603560,44253817,0,0,none,10.802,0
170,1733469472,15825157685786729273,3061027031,3656383652,1,0,none,7.4224,1
13,1731574960,16501179315635600466,3393667723,3656383652,0,0,none,8.9289,1
48,1733662980,5924379313934305196,3984660264,2645716411,2,0,none,13.0309,0
144,1732263318,4167057865379048653,632386653,2394598745,0,0,none,8.2681,2
21,1732716105,2949130788954667357,3586998959,44253817,0,0,none,13.7976,0
19,1729850188,1204975706877965953,3798247763,1993744450,0,0,none,9.7338,0
55,1729856965,2666920019815858651,3984660264,2645716411,0,0,none,11.6522,0
142,1731332560,2952443179860220478,1925386248,3026882549,0,0,none,13.5203,1
132,1733229305,1208664248226896309,626359634,907633113,0,0,none,12.5698,1
106,1728212697,8764644974124765352,2302802486,3026882549,0,0,none,11.0127,2
149,1732358780,13275499356588591263,728844048,44253817,0,0,none,10.8546,2
176,1731500604,6458628501975525705,888728443,794599478,0,0,none,12.4938,2
91,1729589294,8747859939221115456,2129152982,2394598745,0,0,none,9.6413,0
172,1728304200,2705044250341983267,1372851309,794599478,0,0,none,12.3155,0
3,1730118188,9417693688125414123,3434435441,907633113,0,0,none,12.3483,0
137,1733818924,12832104407743320910,797433064,907633113,0,0,none,8.3839,2
173,1732533751,15442211184117470210,1393657464,3656383652,1,0,none,11.1668,0
50,1734594771,254322068331712836,3980819642,2645716411,0,0,none,7.8315,1
118,1733991190,1262974978385889458,2713623357,2394598745,0,0,none,8.3312,1
98,1731926845,10179037415832933484,937931568,794599478,0,0,none,10.7264,1
166,1731409320,6269723981067508328,3976909698,44253817,0,0,none,10.9618,2
146,1732961502,4272359637432046588,1885737720,1993744450,0,0,none,10.2909,2
9,1729686041,231545540110201356,258705188,794599478,0,0,none,12.1114,0
145,1730377644,7150237249065381393,3538689146,3656383652,0,0,none,12.3846,2
36,1735377073,8063692943215254499,1765128607,907633113,0,0,none,9.0252,0
88,1734435550,5500386337477128119,216220804,3656383652,0,0,none,11.4656,1
116,1733133778,9807233799014704750,3234701718,2394598745,0,0,none,10.1698,2
76,1730461193,4738080818056592420,4069346164,3656383652,0,0,none,11.5093,1
28,1728724934,11243426074172311758,529999930,2394598745,0,0,none,9.618,0
48,1732536538,5924379313934305196,4154058953,2645716411,0,0,none,12.1444,0
153,1734336769,12824827693586968306,1205209325,907633113,0,0,none,8.0176,0
186,1733928648,6126449127729576617,2825517801,1993744450,0,0,none,14.9587,1
69,1733230362,12751199748953653535,1583174432,2394598745,0,0,none,13.0457,0
93,1730540168,9334627821681675518,1002067396,44253817,0,0,none,9.7119,0
78,1727773506,15470581301505913352,2788029926,1993744450,0,0,none,9.1101,1
167,1734346495,11580869235389045774,3046018250,2394598745,0,0,none,11.0883,1
75,1735372168,4788233993255724672,2146956492,1993744450,0,0,none,7.7145,1
94,1728992896,13299969138753958632,3613050552,1993744450,0,0,none,11.7339,2
54,1732634247,14431729428675724608,3029067117,3656383652,2,0,none,15.0875,2
78,1730362311,15470581301505913352,3554567970,1993744450,0,0,none,8.3041,2
123,1734187060,17394067622096886747,805991549,2645716411,0,0,none,14.65,2
22,1728899134,16524625322810775940,3819236718,794599478,0,0,none,9.5725,2
174,1734864943,12635702970531860860,3432857640,3026882549,0,0,none,10.9516,0
67,1730199488,2672509054596748203,4183632336,907633113,0,0,none,10.9288,2
151,1735381040,15580849507657178759,1223542684,2645716411,2,0,none,10.2546,0
30,1729332022,3115179599676327012,2194056387,44253817,1,0,none,10.0582,0
113,1735465558,1362982032740794044,2081174513,2394598745,0,0,none,9.7591,1
166,1728903943,6269723981067508328,2022430027,44253817,0,0,none,10.9604,1
119,1730299040,7223080118316890708,2965805890,907633113,0,0,none,14.4187,2
158,1729944367,12773559570687722047,732066249,2394598745,0,0,none,12.0967,2
17,1734083673,5099154525843142428,3119079827,907633113,0,0,none,10.1014,1
172,1733127927,5879904265821877014,975285369,907633113,0,0,none,8.3744,1
91,1732795744,1059599934232172539,287856707,2394598745,0,0,none,12.0501,0
173,1729239597,16077979952042735603,4178371373,3656383652,0,0,none,8.4045,1
108,1734347698,14635616500337258084,658035637,3656383652,0,0,none,11.4213,1
74,1729263396,3550740037249758574,1198140809,3656383652,0,0,none,15.0872,0
50,1731994477,254322068331712836,594328246,2645716411,0,0,none,5.5077,1
126,1729606320,15566345330436598532,2659845154,794599478,0,0,none,14.4032,1
44,1732789946,10778188116313003459,975285369,44253817,0,0,none,10.4689,1
199,1733748639,12074691558068851519,673269257,3656383652,0,0,none,12.6259,1
27,1734940835,8827052089653013928,1758195788,3656383652,0,0,none,7.8327,0
199,1730375209,8674775825835363306,2164579027,3656383652,0,0,none,11.9111,0
53,1730030459,15156900609185852833,1246335040,907633113,0,0,none,11.8085,2
75,1730969788,4788233993255724672,2708397826,44253817,0,0,none,8.8656,1
16,1730800130,11982718069914024818,3814557884,2645716411,1,0,none,9.5709,1
64,1735204095,427488411444060589,1069958642,3026882549,1,0,none,9.1643,2
197,1728721099,2655086737335291568,2622194873,794599478,0,0,none,8.3263,1
84,1734169841,7416858434005047106,1100025575,3656383652,0,0,none,10.0933,0
137,1732093465,16460004055631025157,2039984417,907633113,0,0,none,9.2,2
148,1729155374,13762847496431265699,127881136,44253817,0,0,none,8.8655,2
118,1727941915,1262974978385889458,3438814253,2394598745,0,0,none,8.0448,2
34,1734945832,15567581377279671202,2643332702,2645716411,0,0,none,9.4763,1
171,1734942360,1018410270822652496,1319788918,907633113,0,0,none,8.5895,0
181,1728825510,4255813130825164216,882012566,3656383652,0,0,none,13.558,1
3,1727870226,9417693688125414123,4273938950,907633113,0,0,none,11.8063,0
59,1732004661,12426740338855017846,3740194638,44253817,0,0,none,8.6053,1
199,1729244588,12074691558068851519,4172956410,2394598745,0,0,none,9.6043,0
113,1731583112,1362982032740794044,2817157811,1993744450,0,0,none,11.1481,0
36,1729076969,8063692943215254499,661297031,907633113,0,0,none,11.073,1
166,1728651458,12834316033840531309,2966448711,44253817,1,0,none,13.0697,2
156,1733378802,6747214855961530039,4220089531,3656383652,0,0,none,6.2546,0
62,1733214684,12191032156950931608,3375441599,794599478,0,0,none,8.4108,1
34,1732013422,15567581377279671202,3461911672,2645716411,0,0,none,10.6002,0
5,1734261369,16189781028281947657,963719315,1993744450,0,0,none,11.4809,1
161,1733315915,15349951294551705087,2643332702,44253817,0,0,none,12.4567,1
21,1733403988,2949130788954667357,3362560448,44253817,0,0,none,13.2423,2
175,1734861838,5715767553509908136,4074612818,44253817,0,0,none,10.2786,0
112,1728990223,9318380984695957191,3657942886,44253817,0,0,none,11.0543,2
36,1735457753,8063692943215254499,1651830151,907633113,0,0,none,7.8418,0
192,1730730369,3492228830610411924,1248384137,2394598745,0,0,none,14.2691,0
68,1734092456,5441853526086222330,1108436726,907633113,0,0,none,12.242,2
43,1731838332,11261694325389049547,3881260252,2394598745,0,0,none,10.3639,2
1,1728211549,3955312511262981809,1223542684,907633113,0,0,none,10.5253,0
46,1728125136,4639037506956488423,3984660264,2645716411,0,0,none,10.6958,2
82,1730716382,4984743043938332181,3239498509,2645716411,0,0,none,10.331,2
12,1732184920,8253081856343977678,639212510,794599478,0,0,none,10.6887,2
117,1727876539,7240960605225076181,3265317600,2645716411,0,0,none,13.7458,2
127,1729924263,1417518553764824726,252369949,794599478,0,0,none,6.3508,2
89,1734783883,10410557735657582359,1877898271,44253817,1,0,none,12.1845,2
187,1731154231,11444860064901871400,3814557884,2394598745,0,0,none,12.3664,1
24,1728195638,11556918202820589068,2241981524,1993744450,0,0,none,6.4623,2
22,1734172260,16524625322810775940,851184746,794599478,0,0,none,10.7125,0
112,1735041095,9318380984695957191,2266131361,44253817,1,0,none,12.0356,1
70,1730276338,11324334330758463473,1678876315,44253817,0,0,none,8.524,0
116,1732882460,9807233799014704750,1108377870,2394598745,0,0,none,12.3103,1
68,1729091513,1024684046147011690,2132804844,907633113,1,0,none,15.3968,1
38,1728717795,10883483814181388531,1925386248,907633113,1,0,none,7.2332,0
8,1732187831,11319011267759652863,2292575092,1993744450,2,0,none,11.0505,0
16,1730194239,14157632698059645024,1285942259,2645716411,0,0,none,9.6867,1
20,1727942564,1922055120384991203,2819195670,3026882549,0,0,none,8.259,0
119,1728312380,16544840416463640869,2965805890,907633113,0,0,none,14.9269,1
175,1732446591,5715767553509908136,2763996669,2645716411,0,0,none,11.3164,2
159,1734508320,2919221488572407177,1184554076,2645716411,0,0,none,7.9771,1
99,1729243729,16505854208795083265,1583174432,794599478,0,0,none,9.4921,2
92,1733049053,15998435093000815392,2532175858,1993744450,1,0,none,10.455,0
7,1731241126,8717428134697119940,2518198002,2645716411,0,0,none,12.2235,2
60,1729507735,3762868777660793932,1405355074,1993744450,0,0,none,11.0085,1
91,1729679957,8747859939221115456,1683617725,2394598745,0,0,none,10.8048,2
180,1731680130,11583511201029031772,1329549067,2645716411,0,0,none,14.1856,0
126,1728126492,15566345330436598532,839971176,907633113,1,0,none,11.3356,2
52,1729159531,13796928253752987446,4102737755,2394598745,0,0,none,10.1484,0
199,1729001236,8674775825835363306,108114371,3656383652,0,0,none,13.8899,0
87,1731076034,1243733707731123571,3732245370,907633113,0,0,none,14.5207,1
45,1733903222,18154438423774115565,1108377870,794599478,0,0,none,7.6396,2
177,1730970678,10467514573351087684,2129152982,794599478,2,0,none,9.3662,0
155,1731253162,15770905058614505485,3511039053,3656383652,0,0,none,15.4462,1
191,1728554691,7596892599302739874,1863307124,1993744450,0,0,none,10.1958,0
68,1730034706,5441853526086222330,4285827102,907633113,0,0,none,13.3042,1
113,1732358694,1362982032740794044,2847742425,1993744450,0,0,none,10.9039,0
123,1734097956,17342958211342318897,3822107765,3656383652,0,0,none,13.7565,0
82,1730630550,2576922314011652444,2450927165,2645716411,0,0,none,10.8991,0
87,1734352370,1243733707731123571,321113923,907633113,0,0,none,12.4483,1
41,1728311545,18335370499749840307,4196652932,907633113,0,0,none,14.7329,0
25,1728301513,12631094830329017713,1585273213,1993744450,0,0,none,11.7804,0
76,1735033101,5201162600141245846,1369044773,3656383652,0,0,none,9.5337,1
21,1732968180,2949130788954667357,2098879671,44253817,0,0,none,11.82,2
100,1729761569,200028776184099710,3754178390,2645716411,0,0,none,9.3641,1
68,1730212692,310405182006291994,1096789432,907633113,0,0,none,14.4106,1
139,1732286572,7453816175848271466,1002007755,2645716411,0,0,none,14.5344,1
147,1730367465,10312349788587945349,1494711038,1993744450,0,0,none,9.6086,2
147,1735196167,10312349788587945349,738079302,1993744450,0,0,none,6.8325,0
33,1728209437,5145855718532545914,2141220866,2394598745,0,0,none,10.1862,1
187,1728476927,692462145282190152,3992746759,3026882549,0,0,none,12.6805,0
180,1734624590,1438867311667328442,1981548594,2645716411,0,0,none,16.0799,2
150,1728816630,10049546444092852335,2357959143,3026882549,0,0,none,11.0317,1
168,1733149178,14594539521840049481,3015006898,44253817,0,0,none,14.2521,2
175,1735391774,5715767553509908136,1223542684,44253817,0,0,none,13.2924,1
96,1727945656,10039531253479419917,1485667136,1993744450,0,0,none,8.9626,0
35,1731068473,16880252259139611357,53530114,2394598745,0,0,none,12.1808,0
49,1732622567,9415511836371351639,357154831,2645716411,0,0,none,12.1764,0
17,1731136504,5099154525843142428,1488193479,907633113,0,0,none,7.0977,0
15,1730444344,7721568766329597478,3359324593,3656383652,0,0,none,7.2159,1
130,1732102840,2120012467908487081,3449364333,44253817,0,0,none,11.5666,1
46,1732951112,4639037506956488423,2002599905,907633113,0,0,none,7.2254,0
99,1728301542,16505854208795083265,2825517801,794599478,0,0,none,11.9192,2
105,1733383137,3900383634726965757,533556658,794599478,0,0,none,7.5545,0
58,1730552479,3800635203240833072,3126435979,3026882549,1,0,none,12.9263,1
90,1732791968,13879953617340852412,2928736452,44253817,0,0,none,11.2092,0
131,1735030182,5099018709491072783,796371965,3656383652,0,0,none,8.5987,1
71,1734781783,14038956163237878306,1148248561,2394598745,0,0,none,11.8941,2
196,1730375201,7471767064009459803,4077570872,44253817,0,0,none,11.9961,1
76,1730639136,5201162600141245846,3298506995,3656383652,0,0,none,13.1055,2
57,1735282116,12119775825702704180,2786267420,907633113,0,0,none,6.7563,0
169,1733913425,14555666478035432025,2417992975,44253817,2,0,none,10.7655,0
175,1731410638,5715767553509908136,1666750835,2645716411,0,0,none,11.2774,1
96,1730618446,2872745330487692445,2053636716,3656383652,0,0,none,7.2633,0
129,1729073790,1362438318920614219,4177442984,3656383652,1,0,none,10.0318,0
88,1732276890,5500386337477128119,1198140809,907633113,0,0,none,11.9513,1
162,1729681324,12853453885920417175,1405355074,907633113,0,0,none,11.1066,0
126,1728751493,15566345330436598532,4055597725,794599478,0,0,none,16.9246,0
137,1729937908,16460004055631025157,4099715460,3026882549,0,0,none,10.1424,0
161,1730452727,15349951294551705087,997321672,44253817,0,0,none,9.4347,2
79,1729600000,2943347442361932935,805991549,3656383652,0,0,none,12.6576,2
87,1732529556,1243733707731123571,1782123615,907633113,0,0,none,10.0695,0
43,1732178196,11261694325389049547,261671064,2394598745,0,0,none,8.8493,0
32,1731771487,8039714692453044147,689662241,1993744450,0,0,none,15.481,0
153,1728290439,12824827693586968306,2559509208,2645716411,0,0,none,8.5513,1
32,1733838051,8039714692453044147,916446672,3026882549,0,0,none,13.7873,2
26,1735031367,3981319112213295558,1543462504,2394598745,0,0,none,9.1119,2
159,1729062230,5844744510830373474,2821042665,794599478,0,0,none,7.1536,2
52,1731671857,4955788039932937779,1311473263,2394598745,0,0,none,11.8103,1
85,1730368347,12918431791527905090,2410343697,794599478,0,0,none,10.123,0
200,1733388421,1444732987296725201,2850233124,3656383652,0,0,none,8.9913,1
68,1732881318,310405182006291994,713062175,907633113,0,0,none,12.1436,2
81,1732445689,17350235336275361580,632386653,2394598745,0,0,none,10.7437,1
113,1734612288,1362982032740794044,266757667,1993744450,0,0,none,12.8444,1
103,1732784991,10402990287159557824,529999930,3026882549,0,0,none,9.2598,2
186,1728390980,9159336337135468317,3759629839,907633113,0,0,none,12.3755,1
47,1734525722,17674325924331947071,1223542684,3026882549,0,0,none,12.7349,1
29,1732272699,10037548549850018703,938914657,2394598745,0,0,none,10.8604,2
148,1733988213,11160624225005417454,2466933616,44253817,0,0,none,7.5154,2
64,1733045353,427488411444060589,2098879671,2645716411,0,0,none,9.5403,0
130,1732953139,4342060079804174685,4160331715,44253817,0,0,none,7.6377,1
72,1728309609,16378668747103924656,751663016,907633113,0,0,none,13.9644,1
147,1732698925,10312349788587945349,170081798,1993744450,0,0,none,9.4571,1
106,1728131203,11150938057387652612,3843690829,3026882549,0,0,none,12.3784,0
168,1735141388,592188395080688271,1860517460,2645716411,0,0,none,15.7095,2
197,1734604467,2655086737335291568,2244160889,2394598745,0,0,none,10.4832,2
57,1727776636,12119775825702704180,2625155256,907633113,0,0,none,10.0103,0
127,1729245171,16138311208262522845,3629223158,3026882549,0,0,none,9.6634,1
56,1732800214,663501665012589237,2145257038,1993744450,0,0,none,13.1741,2
173,1734253359,16077979952042735603,4055597725,3656383652,1,0,none,9.2242,2
189,1728298623,12852855689937520796,3466657929,3026882549,1,0,none,10.8861,2
33,1728903182,5145855718532545914,2016300136,2394598745,0,0,none,10.9137,2
178,1730472605,471606679954037623,4177442984,3656383652,0,0,none,14.9293,1
155,1735477808,643107069872034509,4226955656,907633113,0,0,none,12.9936,0
52,1730021618,13796928253752987446,1613922472,2394598745,0,0,none,9.4558,2
178,1734786679,471606679954037623,2009801765,3656383652,0,0,none,13.2553,1
4,1733491414,9293517296842578377,2825517801,907633113,0,0,none,13.5823,0
74,1735314859,3550740037249758574,1800084496,3656383652,0,0,none,16.0129,2
9,1731660955,231545540110201356,4178371373,794599478,0,0,none,8.7191,2
74,1735403139,3550740037249758574,3164765827,3656383652,0,0,none,16.2998,0
191,1730542561,7596892599302739874,1445055227,1993744450,0,0,none,10.4018,2
155,1729944641,15770905058614505485,2568062602,3656383652,0,0,none,11.9867,0
189,1733394451,17542612699141257381,1999432768,3026882549,0,0,none,10.6409,2
66,1727790385,9898399168709582182,3164765827,1993744450,1,0,none,13.8359,2
158,1735046881,12773559570687722047,1564235180,2645716411,0,0,none,13.5459,0
134,1728472926,7365237356794223987,3464904399,3656383652,0,0,none,11.1713,0
55,1735052812,2666920019815858651,30701030,2645716411,0,0,none,15.176,2
3,1728992726,9417693688125414123,710208826,907633113,0,0,none,11.6271,1
98,1728999617,371252643268169270,754231630,1993744450,0,0,none,13.7022,2
115,1733132734,16796180870289222872,1648259978,2645716411,0,0,none,9.985,2
137,1727773621,16460004055631025157,2497682849,907633113,0,0,none,9.0108,2
180,1732546986,11583511201029031772,751663016,2645716411,0,0,none,14.9341,2
85,1728115311,15218030096370447490,30701030,2394598745,0,0,none,8.2313,0
67,1732272388,8205226283821969952,2005042148,907633113,0,0,none,10.804,0
137,1727776438,16460004055631025157,3313375925,3026882549,0,0,none,9.7848,2
28,1730985931,16416782518864750418,491834716,2394598745,1,0,none,13.2279,2
8,1732968189,11319011267759652863,3393667723,794599478,0,0,none,12.2139,2
187,1734862408,11444860064901871400,316557774,2394598745,2,0,none,10.2624,0
147,1734339865,15126645583556171104,3662694859,1993744450,0,0,none,9.0997,2
132,1729336421,1208664248226896309,3479907702,907633113,0,0,none,11.3868,0
193,1733832644,8794600759764819891,3987131453,907633113,0,0,none,12.1669,0
186,1734175794,9159336337135468317,2002599905,1993744450,0,0,none,11.4714,2
18,1729853145,6740554015965185528,3461436303,2394598745,0,0,none,10.832,2
146,1731757741,10575463142306829840,773638023,1993744450,0,0,none,11.6076,0
183,1734863903,8849751832202096891,912786961,3026882549,1,0,none,10.6417,1
92,1731164741,15179061260703915501,504708351,3026882549,0,0,none,15.068,0
138,1729934638,926513150439516275,4226955656,1993744450,0,0,none,9.4998,0
149,1734174704,10817205741463642345,3846209406,44253817,0,0,none,11.2155,2
