user_id,timestamp_unix,device_hash,ip_hash,geo_hash,failed_attempts,label,attack_type,hour_of_day
12,1734335834,8253081856343977678,3843690829,794599478,0,0,none,7.8328
192,1728904677,3492228830610411924,2152560347,2394598745,0,0,none,11.1911
161,1732257173,17267736476014343651,1945074485,44253817,0,0,none,6.7652
137,1733390134,14014493033423478654,2474242413,907633113,0,0,none,9.4672
15,1729069760,14770941117048718579,3965061240,3656383652,0,0,none,8.9101
34,1727946966,15567581377279671202,102805343,2645716411,0,0,none,9.2457
60,1732013493,3762868777660793932,2625155256,1993744450,0,0,none,10.8522
194,1728470328,6216298921734628600,1572437834,794599478,0,0,none,10.4445
61,1728291720,7527141655483478476,40415204,1993744450,0,0,none,8.9957
11,1734423323,10925230623824663159,4017050944,1993744450,0,0,none,8.0885
187,1734863844,11444860064901871400,105766756,2394598745,0,0,none,10.4099
108,1734342117,14635616500337258084,109802433,3656383652,0,0,none,9.6825
163,1729260792,9390576733080706721,1583174432,3026882549,1,0,none,14.3496
49,1728040080,5182619698396996263,1096891114,2645716411,0,0,none,10.9929
107,1728384951,7302689031992674633,665671476,44253817,0,0,none,11.1751
156,1727946871,6747214855961530039,2436040460,3656383652,2,0,none,9.239
7,1731759431,8717428134697119940,3843690829,2394598745,0,0,none,12.0501
28,1730465680,16416782518864750418,4218935480,2394598745,0,0,none,12.9133
183,1734949806,8849751832202096891,3570487814,3026882549,0,0,none,10.5821
162,1735141332,12826305685814631827,3558626019,907633113,0,0,none,15.5945
142,1734908070,3564987466521990810,3504192574,2510193267,0,1,account_takeover,23.0631
138,1734436331,926513150439516275,392299563,1993744450,0,0,none,11.7405
102,1730711544,8085688749794960776,384900760,3026882549,0,0,none,9.1752
45,1732790697,18154438423774115565,53530114,794599478,0,0,none,10.543
128,1728988606,4263016761328152719,1148248561,907633113,0,0,none,10.7413
46,1732181970,4639037506956488423,301396982,2645716411,0,0,none,9.6908
109,1732109840,5141555461622738143,1570926491,2394598745,0,0,none,13.4508
174,1727948488,12635702970531860860,1520394824,3026882549,0,0,none,9.5916
90,1734865349,13762847496431265699,3391746123,44253817,0,0,none,10.8425
114,1728142968,13081358287856181534,2043094997,3656383652,0,0,none,15.5979
138,1733304268,10890613402933747422,3664831482,1993744450,0,0,none,9.2308
54,1735038583,14431729428675724608,2054732942,44253817,1,0,none,11.0825
95,1730020894,8814494439959794304,2530468360,2394598745,0,0,none,9.1704
59,1733045664,11842743882968255743,1987614496,44253817,2,0,none,9.3742
115,1733309825,10419594106222745450,796576299,2645716411,0,0,none,10.7216
114,1729355561,13081358287856181534,1611807334,2394598745,0,0,none,16.3875
162,1730549871,12853453885920417175,2292575092,907633113,2,0,none,12.151
134,1734936734,7365237356794223987,4137946586,3656383652,0,1,insider_threat,7.0155
198,1735386256,7779274229492538335,978603071,44253817,0,0,none,11.7481
36,1733120438,8063692943215254499,201204420,907633113,0,0,none,6.3609
125,1734359213,10111407255589483781,754231630,2645716411,0,0,none,14.5564
159,1733740884,5844744510830373474,113547031,2645716411,0,0,none,10.6056
17,1728466130,5099154525843142428,2134923593,907633113,0,0,none,9.6512
152,1734945422,17982802821855104672,2390950990,2645716411,1,0,none,9.4278
31,1728291887,1544025197328723303,3067764740,1993744450,0,0,none,8.9276
62,1730374030,16362035657368950322,2146956492,794599478,0,0,none,11.3825
88,1729770742,5500386337477128119,2505009845,3656383652,0,0,none,12.0581
185,1727863553,11283156701858154296,3829337968,2394598745,0,0,none,9.8882
185,1734256022,11283156701858154296,3470603169,2394598745,0,0,none,9.8331
79,1730030159,18178980329304333944,522102344,3656383652,0,0,none,11.7828
186,1728994879,6126449127729576617,3988428184,907633113,0,0,none,12.127
16,1728693352,7211529490067442956,1905817852,3739961340,5,1,brute_force,0.4219
8,1729258302,11319011267759652863,2164579027,794599478,0,0,none,13.6715
126,1731705942,15566345330436598532,1239876421,794599478,0,1,insider_threat,21.2754
26,1732702490,702223889533962522,2942559821,2394598745,0,0,none,10.101
181,1729771567,4255813130825164216,2609155354,3656383652,0,0,none,12.0853
55,1731074978,2666920019815858651,2997427451,2645716411,0,0,none,13.9278
155,1729933044,643107069872034509,1598707025,3656383652,1,0,none,9.1574
152,1734346716,8425631708460780901,886461219,3026882549,0,0,none,10.9671
149,1733489294,10817205741463642345,2227435521,44253817,0,0,none,12.7969
177,1728636868,10467514573351087684,3649347679,3026882549,0,0,none,9.0235
2,1728468132,12846151634927366164,3644574184,794599478,0,0,none,9.7922
104,1734350818,10918174669829410264,2739006379,3026882549,0,0,none,12.2007
60,1730983073,11808174165189055912,1781663431,1993744450,0,0,none,12.5016
31,1735464635,1544025197328723303,1738336246,2394598745,0,0,none,9.4651
18,1731842978,4008604588993156759,1995776722,2394598745,0,0,none,11.6185
200,1732355869,1444732987296725201,1083308833,3656383652,0,0,none,9.8515
21,1733843477,2949130788954667357,1032156691,44253817,0,0,none,15.2529
86,1734689603,2908978818084261242,3380684576,907633113,1,0,none,10.3062
72,1731512239,16378668747103924656,2417664641,907633113,0,0,none,15.8665
82,1730634916,5463019973574948461,1885737720,2645716411,0,0,none,11.8723
81,1732967835,17350235336275361580,4255739760,794599478,0,0,none,12.1333
15,1733903746,7721568766329597478,3988917508,3656383652,2,0,none,7.9167
175,1728045166,5715767553509908136,3416205802,44253817,0,0,none,12.3307
81,1733056828,11143525509613113035,2204277503,794599478,0,0,none,12.5955
145,1728467443,7150237249065381393,3558227836,3656383652,0,0,none,9.762
148,1732707293,13762847496431265699,1139930025,44253817,0,0,none,11.4702
199,1728563106,12074691558068851519,1158653538,2394598745,0,0,none,12.6164
106,1730120458,8764644974124765352,2127570022,3026882549,0,0,none,12.8392
165,1728747458,3415362411615881334,1727908717,3026882549,0,0,none,15.579
140,1735374398,379917071308775845,4178158016,2394598745,0,0,none,8.3618
165,1730602449,350943233012822685,3370270967,2029733695,0,1,account_takeover,2.8682
168,1729776449,592188395080688271,728844048,44253817,0,0,none,13.6813
47,1731230687,17674325924331947071,225218596,3026882549,0,0,none,9.531
116,1728119633,9807233799014704750,805991549,2394598745,0,0,none,9.4493
80,1729408072,13119498667825866714,2294771914,794599478,0,0,none,7.3708
184,1732100690,15447123993838586150,4186747440,3026882549,0,0,none,11.0801
21,1729084610,2949130788954667357,1350503773,44253817,1,0,none,13.5218
148,1735028538,9608112126566001637,2052203372,44253817,1,0,none,8.5198
196,1728994091,13256746767489110095,1678876315,44253817,0,0,none,12.3424
51,1733560156,13513824117804581744,1665141553,907633113,0,0,none,8.7094
185,1728387049,6188425717886700830,4049374039,2394598745,0,0,none,11.6022
55,1728218815,2666920019815858651,4189968107,2645716411,0,0,none,12.6457
101,1730455022,15587872337399837324,3333331986,1993744450,0,0,none,9.7123
71,1729168580,2625138512666303286,378066390,907633113,0,0,none,12.522
7,1734457562,8717428134697119940,2645899363,2645716411,0,0,none,17.6084
64,1732862640,1886386409359122301,2262629608,3026882549,0,0,none,6.9821
177,1734688379,9248638908756152042,1037982654,3026882549,0,0,none,9.9501
6,1730110533,2410240308509901097,2466095161,3656383652,1,0,none,10.2795
135,1731153622,16719232429555798297,191196279,44253817,0,0,none,11.7875
66,1734653050,3949506191841805763,3167611566,2510193267,1,1,account_takeover,0.1255
33,1734254627,822047216357968155,3681097405,2394598745,0,0,none,9.3871
55,1729850898,351494638179093263,540313913,2645716411,0,0,none,10.2382
133,1731315445,9660075236221455814,4225375756,2645716411,0,0,none,8.794
45,1730356153,18154438423774115565,563669334,794599478,0,0,none,6.3863
140,1735027754,9899831068621157466,2654128967,3026882549,0,0,none,8.1675
106,1728217470,8764644974124765352,1878178640,3026882549,0,0,none,12.4688
56,1729176384,13651009755336316198,3419994749,1993744450,0,0,none,14.9273
115,1735048568,5265048165673053257,3063806845,2645716411,1,0,none,13.7757
144,1732616934,4167057865379048653,1541692217,2394598745,0,0,none,10.3041
95,1734515152,8814494439959794304,1038925911,3656383652,0,0,none,9.905
185,1731577921,11283156701858154296,4160331715,2394598745,0,0,none,9.6784
68,1734179104,5441853526086222330,3304872585,907633113,0,0,none,12.5667
71,1732191348,1049066928377936941,2053636716,907633113,0,0,none,12.4317
164,1731055043,15584133187961781654,1044547594,44253817,0,0,none,8.4157
65,1728739595,10780674447719375591,4104476391,3656383652,0,0,none,13.6157
145,1735469369,7150237249065381393,93378041,3656383652,0,0,none,10.7509
153,1732692170,12824827693586968306,1037151635,794599478,0,0,none,7.53
69,1734393083,852745054638832617,3494835340,2986421699,7,1,brute_force,23.8209
199,1734775946,8674775825835363306,89662118,2394598745,0,0,none,10.0957
104,1733825338,10918174669829410264,2857359813,3026882549,0,0,none,10.1762
53,1729674586,15156900609185852833,1270675072,907633113,0,0,none,9.3881
85,1729499212,15218030096370447490,685650869,794599478,0,0,none,8.2995
176,1729176730,1544025197328723303,797433064,794599478,0,0,none,14.7822
43,1734348387,11261694325389049547,665671476,2645716411,0,0,none,11.3097
52,1729248337,4955788039932937779,632386653,2645716411,0,0,none,10.7146
84,1731064385,7416858434005047106,2039984417,3656383652,0,0,none,10.9838
49,1729168187,9415511836371351639,2466318146,2645716411,0,0,none,12.384
159,1731658890,5844744510830373474,570359397,2645716411,0,0,none,8.5823
153,1732966907,12824827693586968306,3457153348,794599478,0,0,none,11.5807
19,1729240665,1204975706877965953,4083963619,1993744450,0,0,none,8.6276
49,1734865721,9415511836371351639,3973928211,2645716411,0,0,none,11.218
80,1729406626,9832164432535610114,2604141314,794599478,0,0,none,6.9728
137,1729072205,16460004055631025157,4113616436,3026882549,0,0,none,9.8971
172,1733904869,2424670774325250499,3234701718,907633113,0,0,none,8.2299
190,1731751026,13348901415285443153,1597216536,907633113,0,0,none,9.8342
149,1733925281,13275499356588591263,2197641719,44253817,0,0,none,13.8294
5,1735206212,15661643846618596284,4046582112,794599478,0,0,none,9.6013
103,1727786246,10402990287159557824,2574815825,3026882549,0,0,none,12.4374
80,1732949404,6376173599242500560,1778404793,794599478,0,0,none,6.8275
26,1733133294,702223889533962522,3978095916,2394598745,0,0,none,9.8151
4,1728401767,9293517296842578377,3239498509,907633113,0,0,none,15.4809
78,1728463756,15470581301505913352,4122837359,2645716411,0,0,none,8.6365
98,1732870140,10179037415832933484,3708666621,794599478,0,0,none,8.6426
162,1730459001,12826305685814631827,673269257,907633113,0,0,none,10.968
39,1731567092,11838212427098239055,1037151635,794599478,0,0,none,7.0242
39,1729897706,7920475124176643138,3008566708,2377735281,1,1,account_takeover,23.1204
90,1729508328,8859936296487214287,2188675367,44253817,1,0,none,10.8501
93,1731672140,9334627821681675518,3549252443,3656383652,0,0,none,12.0967
36,1729067417,8063692943215254499,3780704731,907633113,0,0,none,8.652
54,1728300171,17313178418915335692,958374058,44253817,0,0,none,11.5705
84,1729406819,10898099830391234525,1732208811,3656383652,0,0,none,6.6719
79,1735302351,18178980329304333944,2210710899,3656383652,0,0,none,12.6343
157,1730990947,13986674144045740643,2733035062,2645716411,0,0,none,14.8843
53,1729411617,15474553818838531070,4006153400,3656383652,0,0,none,8.3463
16,1730716301,14157632698059645024,3542464162,2645716411,2,0,none,10.6406
182,1735122678,2000564027659191606,3987235873,2394598745,0,0,none,10.5019
82,1732016879,5463019973574948461,2436040460,44253817,0,0,none,11.947
189,1730708560,2541999216969054306,392299563,3026882549,0,0,none,8.373
70,1734249505,13875562619675028000,2856499749,794599478,0,0,none,8.1104
139,1730644300,7453816175848271466,4032892943,2645716411,0,0,none,14.4518
28,1731412114,11243426074172311758,1912952177,1993744450,0,0,none,11.7055
151,1733483732,11749907939095721318,3304533875,3026882549,0,0,none,11.2836
172,1734942289,2424670774325250499,22160851,907633113,0,0,none,8.266
30,1728726546,13338337304088419326,2391641406,44253817,0,0,none,9.6375
123,1733148800,17342958211342318897,3681097405,3656383652,0,0,none,14.3083
191,1728033942,7606634864365107585,4284006530,1993744450,0,0,none,9.2232
3,1732193517,9417693688125414123,2763996669,907633113,0,0,none,12.7301
88,1728989433,5500386337477128119,3046018250,3656383652,0,0,none,10.6359
182,1729585235,2000564027659191606,3992746759,44253817,0,0,none,8.3008
41,1727779712,6207399150998124341,1640136060,907633113,1,0,none,10.8886
30,1733132582,3115179599676327012,2145257038,44253817,0,0,none,9.5444
163,1734528305,9390576733080706721,1061573968,3026882549,0,0,none,13.2386
54,1734700956,14809483303155245602,3573423459,44253817,0,0,none,13.3971
74,1732716384,3550740037249758574,2559789780,794599478,0,0,none,14.3364
99,1733580047,10191063868946581044,2152560347,2645716411,0,0,none,14.1679
142,1732281053,2952443179860220478,2120529037,3026882549,0,0,none,13.1731
47,1728466092,17674325924331947071,3927633268,2394598745,0,0,none,9.4538
192,1728642738,3492228830610411924,4189968107,2394598745,0,0,none,10.4581
28,1734952555,11243426074172311758,2220188321,2394598745,0,0,none,11.1471
136,1733674138,1138937721887925989,2148012561,44253817,0,0,none,16.0228
150,1733464076,3549785895756309351,2376610063,213853132,7,1,brute_force,5.8137
155,1733209930,643107069872034509,817437980,907633113,0,0,none,7.2369
117,1731323847,9238350052211220845,2354072177,2645716411,0,0,none,11.2985
123,1727786397,17394067622096886747,94014469,3656383652,1,0,none,12.4546
3,1729341275,9417693688125414123,2612775915,907633113,0,0,none,12.4123
122,1733568769,16594482394511602814,3791965244,1993744450,0,0,none,10.8472
3,1728396919,9417693688125414123,1958533934,907633113,0,0,none,14.1151
41,1734068592,5329722460552698396,1462960425,2273814648,0,1,account_takeover,5.5707
88,1734003716,8657697980181128955,53530114,3656383652,0,0,none,11.7743
76,1734614035,5201162600141245846,817437980,3656383652,1,0,none,13.4647
58,1734511001,82155414158148206,3380684576,1993744450,0,0,none,8.6483
15,1732793235,14770941117048718579,3033928475,1993744450,0,0,none,11.5237
121,1733919392,4920281611003144290,2709266178,794599478,0,0,none,12.2435
136,1735468928,12583391853848555124,1094253462,44253817,0,0,none,10.7821
117,1734509912,7240960605225076181,1619786405,2645716411,0,0,none,8.1318
178,1730558969,2291266850178148751,417387963,3656383652,0,0,none,14.7863
82,1730466109,5463019973574948461,3106963679,44253817,0,0,none,12.8205
200,1732269867,1444732987296725201,2714276333,3656383652,0,0,none,10.2018
152,1729238449,17982802821855104672,4048806803,2645716411,1,0,none,7.8945
71,1733568714,14038956163237878306,4239984866,2394598745,0,0,none,10.758
118,1729322156,1262974978385889458,3263339388,1993744450,0,0,none,7.2317
67,1732183411,8205226283821969952,3681235546,907633113,0,0,none,10.0369
79,1730276335,5985784577454727967,3954932293,3656383652,0,0,none,8.3142
152,1734961682,8425631708460780901,1524373857,2645716411,0,0,none,13.6369
83,1729080230,15220630054478111069,3927633268,907633113,0,0,none,11.8367
137,1735198676,14014493033423478654,3457153348,907633113,0,0,none,7.4128
193,1733568790,8794600759764819891,4178158016,907633113,0,0,none,11.0533
124,1732055237,2800238153211459926,2471712249,3885127588,7,1,brute_force,22.6593
124,1728718199,17662325948581992827,2428660147,44253817,0,0,none,7.5928
180,1734884704,1438867311667328442,3328486972,2645716411,0,0,none,16.6555
196,1735046591,7471767064009459803,1198140809,44253817,0,0,none,13.4524
9,1732701151,15863004191456712890,1531619788,794599478,0,0,none,9.6866
171,1730715178,1018410270822652496,4055597725,794599478,1,0,none,10.4034
162,1729601638,12853453885920417175,1943406529,907633113,0,0,none,13.0456
96,1729489074,2872745330487692445,2574407172,3656383652,0,0,none,5.8167
139,1733918154,7453816175848271466,2574407172,2645716411,0,0,none,11.8972
95,1731239804,8814494439959794304,3681235546,2394598745,0,0,none,12.1278
21,1732708428,2949130788954667357,1083308833,44253817,0,0,none,11.997
118,1734091464,8135238515071036180,2791823245,2394598745,0,0,none,11.8986
47,1729590948,17674325924331947071,2125939355,2394598745,0,0,none,10.0168
32,1731423343,6248064628082979289,1066830934,1993744450,0,0,none,14.8129
168,1735234617,14594539521840049481,511716231,44253817,0,0,none,17.5109
154,1731500813,10599452077473450687,2053636716,1993744450,1,0,none,12.5576
70,1733737240,11324334330758463473,2966448711,794599478,0,0,none,9.7276
74,1728913472,3550740037249758574,3061027031,794599478,0,0,none,13.7504
13,1730990455,16501179315635600466,3375441599,3656383652,0,0,none,14.7137
119,1727885604,4451551433385132783,2573540696,907633113,0,0,none,16.3378
49,1734355001,5182619698396996263,1243437365,2645716411,0,0,none,13.4665
26,1730720322,3981319112213295558,333570613,2394598745,0,0,none,11.4304
162,1730720051,12826305685814631827,24024508,907633113,0,0,none,11.6618
133,1730976128,9660075236221455814,2254695875,1993744450,2,0,none,10.5775
88,1733746150,8657697980181128955,4189968107,3656383652,0,0,none,12.0082
44,1730021857,5673729309988496230,2568062602,44253817,0,0,none,9.6795
85,1732960661,15218030096370447490,1627181822,1993744450,0,0,none,10.1547
12,1730612276,8253081856343977678,3050066030,794599478,0,0,none,5.6482
118,1729501249,1262974978385889458,3505753000,2394598745,0,0,none,8.9399
190,1731994278,15567581377279671202,796576299,907633113,0,0,none,5.6147
187,1729253994,692462145282190152,4196652932,2394598745,0,0,none,12.4583
148,1728900397,9608112126566001637,2653803881,44253817,0,0,none,10.2635
3,1728742002,9417693688125414123,3215904217,907633113,0,0,none,14.047
77,1734776967,10555423925344159641,338667378,794599478,0,0,none,10.4046
138,1729331129,926513150439516275,775663982,1993744450,0,0,none,9.8398
108,1731067157,14635616500337258084,603340741,794599478,0,0,none,11.9741
175,1730894023,5715767553509908136,2183823826,44253817,0,0,none,12.0276
149,1734524846,13275499356588591263,3274400776,44253817,0,0,none,12.302
138,1734002095,926513150439516275,1992360593,1993744450,0,0,none,11.4013
58,1733174750,82155414158148206,3530701870,1993744450,0,1,insider_threat,21.3198
161,1730272134,17267736476014343651,3860254788,44253817,0,0,none,7.3778
40,1729339068,37351797901701588,3239498509,794599478,0,0,none,12.1015
82,1733314397,4984743043938332181,46980049,2645716411,0,0,none,12.0043
53,1729769218,15474553818838531070,3003360095,907633113,0,0,none,11.4424
120,1734098181,1948169504822041577,395040879,3656383652,0,0,none,14.1626
18,1731233291,4008604588993156759,2390950990,3026882549,0,0,none,10.3107
120,1728046092,13865401015772594500,91034147,3656383652,0,0,none,12.6796
93,1733568656,2390555487872050782,3765573663,44253817,1,0,none,10.6899
59,1734269134,18179849622061397843,371688158,44253817,0,0,none,13.4133
148,1734854662,13762847496431265699,3379510819,44253817,0,0,none,8.1487
187,1731931998,692462145282190152,2986787155,2394598745,0,0,none,12.4004
138,1731831398,926513150439516275,4032892943,1993744450,0,0,none,8.264
59,1731665583,12426740338855017846,1488102434,44253817,0,0,none,10.3652
181,1733315990,4897695964490070260,1363517714,3656383652,0,0,none,12.7508
179,1735036108,6167665244456872249,2122213263,2394598745,0,0,none,10.4814
171,1729581040,1018410270822652496,3385347649,794599478,0,1,insider_threat,7.3871
163,1732029606,1391490232178107923,3127684978,3026882549,0,0,none,15.1709
129,1730722968,1362438318920614219,3505753000,907633113,1,0,none,12.3601
37,1733222989,3733093924556165708,2417992975,3026882549,0,0,none,10.6853
139,1729771301,7453816175848271466,191196279,2645716411,0,0,none,11.9937
51,1733145426,3242376654666210997,3965061240,907633113,0,0,none,13.3104
164,1729034897,14304754426881676000,3749327965,3974221258,5,1,brute_force,23.7156
80,1730011667,9832164432535610114,1252725444,44253817,0,0,none,6.7155
64,1732685346,427488411444060589,4081401220,2645716411,1,0,none,5.4225
138,1729764785,10890613402933747422,1781316723,1993744450,0,0,none,9.9894
88,1730120893,5903238520831433543,336031436,3656383652,0,0,none,12.9432
95,1727777436,8814494439959794304,4097072934,3656383652,0,0,none,10.0991
6,1728552109,2410240308509901097,3560301805,3656383652,0,0,none,9.4096
181,1733830091,4255813130825164216,3298649308,3656383652,0,0,none,11.3404
200,1735370927,1444732987296725201,1517016113,3656383652,0,0,none,7.3093
134,1727956131,7365237356794223987,3554567970,3656383652,0,0,none,11.7843
85,1728474453,15218030096370447490,1228245128,794599478,0,0,none,11.6473
1,1729347148,8381798696375932247,3980819642,907633113,1,0,none,13.9667
180,1732201785,11583511201029031772,225218596,2645716411,0,0,none,15.1123
191,1730719290,7596892599302739874,3981204276,1993744450,0,0,none,11.4877
55,1733145607,351494638179093263,1902974998,2645716411,0,0,none,13.44
149,1735298892,13275499356588591263,2081441576,44253817,0,0,none,11.6123
9,1729936854,231545540110201356,3436077705,794599478,0,0,none,10.0033
81,1730714146,17350235336275361580,728844048,794599478,0,0,none,9.7179
11,1733131089,10925230623824663159,803240156,1993744450,0,0,none,9.4876
86,1728554957,2908978818084261242,447235924,907633113,0,0,none,10.2656
170,1729157066,10377885976657489423,3148681074,794599478,0,0,none,9.6316
124,1728197929,11889090766288939314,4081401220,44253817,0,0,none,7.2033
66,1728398935,6097411090187783705,1002007755,44253817,0,0,none,14.8107
55,1729762305,7107411089758955866,4183632336,2645716411,0,0,none,9.6047
53,1732698684,15474553818838531070,1094253462,907633113,0,0,none,9.1382
149,1728900661,10817205741463642345,1308960793,44253817,0,0,none,10.1086
145,1733061418,7150237249065381393,2991214955,3656383652,0,0,none,13.7016
75,1734937610,11590263416741869247,1901603560,44253817,0,0,none,6.9606
1,1733054042,17568969461099938513,2732337361,907633113,0,0,none,12.1417
78,1732877673,15470581301505913352,3490088027,2645716411,0,0,none,10.9433
70,1730534132,11324334330758463473,2788029926,794599478,0,0,none,7.9716
17,1729509442,9099584738136220600,3984660264,907633113,0,0,none,11.0511
12,1732013286,8253081856343977678,2820758694,44253817,0,0,none,10.7246
93,1732090204,2390555487872050782,1619786405,3656383652,0,0,none,7.9939
173,1728999287,16736307052522973229,2073110273,3656383652,0,0,none,13.593
199,1730022942,12074691558068851519,2077092916,3656383652,0,0,none,10.0998
193,1732528246,10411270018851280127,918887412,44253817,0,0,none,10.0721
156,1730880049,6747214855961530039,1055622861,3656383652,0,0,none,8.1842
136,1728224577,12583391853848555124,2557423660,44253817,0,0,none,14.2151
71,1730029313,14038956163237878306,1505409066,907633113,2,0,none,11.532
162,1732235643,8481639616253237491,1976072258,2377735281,1,1,account_takeover,0.423
12,1734944305,8253081856343977678,4236869196,794599478,0,0,none,8.8698
4,1729088458,9293517296842578377,1096789432,907633113,0,0,none,14.2498
135,1730886851,16719232429555798297,1209030059,44253817,0,0,none,9.8639
31,1727861257,1544025197328723303,4160331715,907633113,0,0,none,9.6284
174,1727963275,12635702970531860860,111094995,3026882549,0,0,none,13.6547
58,1730196638,3800635203240833072,1485470798,3026882549,0,0,none,10.1758
59,1735385337,11842743882968255743,3059913527,44253817,0,0,none,11.2531
51,1730031865,13513824117804581744,2048764254,907633113,0,0,none,12.4036
108,1734102100,14635616500337258084,3758661732,794599478,1,0,none,14.9031
122,1735292787,16594482394511602814,164525559,1993744450,0,0,none,9.8844
86,1733990586,2908978818084261242,626359634,907633113,0,0,none,7.8201
82,1728044150,4984743043938332181,3490277128,44253817,0,0,none,12.4728
185,1732097916,6188425717886700830,41751968,2394598745,0,0,none,10.5287
169,1729765030,12843100239661722841,2732337361,44253817,0,0,none,10.4843
24,1730018278,919187614339548461,1429227255,1993744450,0,0,none,8.5814
94,1729498153,12560886411890821245,3754178390,1993744450,1,0,none,7.9842
45,1728893099,10473559755413357571,1813968644,794599478,0,0,none,7.8579
43,1733647176,11261694325389049547,1651830151,2394598745,0,0,none,8.9093
124,1735109930,17662325948581992827,2733035062,907633113,0,0,none,6.8811
6,1731588738,2410240308509901097,1732208811,44253817,0,0,none,12.7149
174,1734525392,12635702970531860860,2210710899,3026882549,0,0,none,12.3626
103,1732269313,10402990287159557824,1246335040,2645716411,0,0,none,9.83
63,1733035365,18273227209866722943,4172344170,44253817,0,0,none,6.8432
104,1727865232,10064116058889422414,1319788918,3026882549,0,0,none,10.7233
153,1731929063,12824827693586968306,49376545,794599478,1,0,none,11.3752
53,1735198092,15156900609185852833,2540553463,3656383652,0,0,none,7.6749
154,1735300718,10599452077473450687,2531645443,2394598745,0,0,none,11.8729
106,1727958105,11150938057387652612,2559789780,3026882549,0,0,none,12.172
35,1730728443,16880252259139611357,975285369,2394598745,0,0,none,13.6544
161,1731490496,15349951294551705087,2671254765,3026882549,1,0,none,9.8318
23,1732447827,2951710970309212195,1994891921,2394598745,0,0,none,11.2918
30,1731326057,3115179599676327012,959820153,44253817,0,0,none,11.7387
96,1734498128,2872745330487692445,3537476171,1993744450,0,0,none,4.8741
166,1731329251,6269723981067508328,1333098922,907633113,0,0,none,12.6071
28,1732446236,16416782518864750418,2881212276,2394598745,0,0,none,10.974
101,1730448303,15587872337399837324,1762774102,794599478,0,0,none,8.3043
138,1731405676,10890613402933747422,1987701787,1993744450,1,0,none,10.0213
85,1735378747,15218030096370447490,3296593702,794599478,0,0,none,9.7671
172,1735212169,5879904265821877014,1648968876,907633113,0,0,none,11.489
8,1730459864,11319011267759652863,738167039,794599478,0,0,none,11.5327
71,1731750348,2625138512666303286,2026344949,2394598745,0,0,none,9.9873
